Local en calle de Serrano Anguita, Chueca-Justicia, Madrid;890.000;225;916 350 142;Tailor&Key VENDE EN RENTABILIDAD (4,05 % r. b. ) un local único en esquina, en edificio protegido, en la zona alta de Justicia, dentro de...
Local en calle del Doctor Esquerdo, Niño Jesús, Madrid;500.000;160;914 892 489;Inmobiliaria Emmanuel 91 5753491 Bonito local sin escaparate, se podría tirar el muro y hacerlo de cristal ya que la comunidad lo permit...
Local en Pinar del Rey, Madrid;180.000;115;670 829 448;RINSA INVERSORES OFRECE Local de 115 mts en dos plantas. Planta baja con vado y portón de entrada. A la segunda planta se accede desde l...
Local en calle del Toboso, San Isidro, Madrid;110.000;90;914 893 916;"Agencia inmobiliaria de MADRID – zona URGEL – CARABANCHEL - vende – LOCAL – Margar – Calle Toboso – hipoteca" Local en venta en excelen...
Local en calle de Puentelarra, Santa Eugenia, Madrid;126.000;51;617 400 888;Vivienda XXi vende local en Santa Eugenia, actualmente es un estudio de arquitectura pero se podría hacer vivienda, tiene la cocina prepa...
Local en calle de Rodríguez San Pedro, Gaztambide, Madrid;215.000;86;912 669 247;ALFA CHAMBERÍ pone a su disposición este local comercial en pleno barrio de Chamberí. Anteriormente fue un restaurante/pizzería y actua...
Local en calle Rafael de Riego, 10, Palos de Moguer, Madrid;285.000;72;914 994 747;"Exclusivo local para inversores a tan solo 100 metros de la estanción de Atocha con un tránsito de comerciantes continuo. Este local es...
Local en calle de Bravo Murillo, 360, Cuzco-Castillejos, Madrid;1.100.000;430;914 399 229;Local comercial con licencia como sala de espectáculos. 430 m2 construidos, según reciente medición, en 2 plantas. Planta baja (160 m2...
Local en calle de Hortaleza, Chueca-Justicia, Madrid;650.000;156;911 795 483;Local comercial dividido en planta baja, altillo y semisótano. Se vende sin actividad por vencimiento del último contrato de alquiler, de...
Local en Ventas, Madrid;300.000;318;918 003 475;Magnifico local comercial con almacén, con un total de 450 m2 en total. , con dos entradas, una delantera de dos metros lineales de facha...
Local en calle del Príncipe de Vergara, 66, Castellana, Madrid;598.000;119;625 456 663;Estupendo local en Barrio Salamanca en Venta 598.000€. También está en Alquiler por 2.400€. ¨(ver condiciones el la página de alquiler) N...
Local o nave en calle de linneo, Imperial, Madrid;287.500;158;910 312 463;Amplio local comercial ubicado en la Calle Linneo, 3 en Madrid. Se sitúa en la planta baja del edificio. Cuenta con zona office, baño, es...
Local en calle de Meléndez Valdés, 54, Gaztambide, Madrid;475.000;225;915 428 354;DELUXELOCAL-vende local (VACIO) enclavado en distrito centro de Chamberi, en una de las calles mas populares del barrio. Trafico peatonal...
Local en montserrat, 4, Malasaña-Universidad, Madrid;200.000;67;918 007 743;"Agencia Inmobiliaria de Madrid Tecnocasa Barrio Malasaña Chamberí ofrece en Venta" "Actualmente inscrito en el registro de la propiedad...
Local en Trafalgar, Madrid;1.369.000;403;918 003 172;La Inmobiliaria Internacional CPM gestiona este magnífico y luminoso local de 403 m2, a pie de calle, con fachada de hasta 8 metros acris...
Local en calle de Hernani, 13, Cuatro Caminos, Madrid;110.000;102;650 841 657;Local en venta para reformar con gran escaparate en pleno pasaje comercial del Mercado de Maravillas. Descripción Local: Pasaje comercia...
Nave en San Andrés, Madrid;159.500;223;914 890 847;Nave industrial adosada distribuida en 2 plantas. Situada en un Complejo Industrial al sur de la localidad, cuenta con fácil y rápido acc...
Local en calle de la Magdalena, 22, Lavapiés-Embajadores, Madrid;299.000;164;914 890 459;Duomo Inmobiliaria presenta magnifico local comercial a pie de calle en la renaciente calle Magdalena, actualmente en obras de mejora con...
Local en calle de la sierra de meira, 5, Numancia, Madrid;99.000;68;912 177 619;Local Maravilloso! Actualmente tiene la actividad de Peluquería. si estas buscando un local para tu propio negocio o buscas una buena re...
Local en calle de Orense, 68, Cuzco-Castillejos, Madrid;1.815.600;425;951 989 068;OPORTUNIDAD BANCARIA, LOCAL COMERCIAL EN VENTA CALLE ORENSE, MADRID. Conjunto de 4 locales en venta en Madrid, con una superficie de 4...
Local en plaza Manuel Badía, 4, Portazgo, Madrid;99.000;109;910 751 794;Gestiones inmobiliarias ofrece, local diáfano de 109 m2, ideal para emprendedores se puede desarrollar cualquier actividad. No dispone de...
Local en avenida de la Guardia, 27, El Pardo, Madrid;1.500.000;670;914 399 229;Restaurante El Gamo, negocio tradicional madrileño a pleno rendimiento, ubicado en un edificio independiente en el casco histórico de El...
Local en calle de Narváez, 69, Ibiza, Madrid;420.000;114;914 008 390;En el cotizado barrio de Ibiza encontramos este local de 114m2 con posibilidad de convertirlo en vivienda, dispone de dos puertas de acce...
Local en calle de Arturo Soria, 187, Colina, Madrid;495.000;123;912 173 816;Si necesita un espacio en el que desarrollar y hacer crecer su negocio, le ofrecemos este local a pie de calle, situado en la misma calle...
Local en calle Luis Piernas, 20, Ventas, Madrid;176.700;198;951 989 068;OPORTUNIDAD DE BANCO. LOCAL COMERCIAL EN VENTA EN MADRID. Local comercial ubicado en un edificio de viviendas de una zona consolidada de...
Local en calle Ardemans, 58, Guindalera, Madrid;749.850;735;951 989 068;GRAN OPORTUNIDAD BANCARIA. LOCAL COMERCIAL EN VENTA EN LISTA, MADRID. Local comercial situado en planta baja y orientado al suroeste, que...
Local en calle de Ros de Olano, 3, Prosperidad, Madrid;789.000;490;916 350 142;Tailor & Key presenta este espectacular Local con infinitas posibilidades, en la zona más comercial de López de Hoyos, muy cercano al mer...
Local en Lope de Rueda, 33, Ibiza, Madrid;120.000;22;914 008 390;Ubicado en pleno corazón del Barrio de Ibiza, a escasos metros del Parque del Retiro. Local de 23m² construidos con muchas posibilidades...
Local en calle de la Virgen de la Fuencisla, Madrid, 20, Concepción, Madrid;60.000;34;916 350 142;SIN HONORARIOS DE AGENCIA PARA EL COMPRADOR - Tailor & Key presenta en exclusiva este fantástico local comercial, reformado y en perfecto...
Nave en calle de la Hacienda de Pavones, Madrid, 196, Fontarrón, Madrid;3.000.000;4.178;916 350 142;"Tailor & Key vende GALERÍA DE ALIMENTACIÓN situada en el barrio de Moratalaz. Dispone además de los clásicos puestos de alimentación pro...
Local en Ribera de Curtidores, 8, Lavapiés-Embajadores, Madrid;250.000;140;914 399 229;Infografias, plano actual y de reforma de este local situado en el corazón de Madrid " El Rastro ". Local de 130 m2 útiles (6m de fondo x...
Local en calle de la Ruda, 12, Lavapiés-Embajadores, Madrid;375.000;329;910 375 323;GRUPO SIMMA CONSULTORES INMOBILIARIOS Vende magnifico Local "en rentabilidad", en el barrio de La Latina, en la calle de la Ruda, justo a...
Local en avenida de Canillejas a Vicálvaro, 95, Rosas, Madrid;98.000;81;914 008 390;Fantástico local, rectangular, 6 metros de fachada, trasera a patio con ventanas. Posibilidad de cambio de uso a residencial a la mitad d...
Local en ronda de Segovia, 83, Palacio, Madrid;250.000;94;912 173 597;Excelente oportunidad de inversión. Local con 14 metros de fachada. En pleno centro histórico de Madrid, se localiza a escasos metros de...
Local en calle del Príncipe de Vergara, Nueva España, Madrid;630.000;142;981 966 582;Magnífico local en la Calle Príncipe de Vergara, entre Costa Rica y Alfonso XIII. Una de las mejores zonas de Madrid, con una excelente u...
Nave en San Andrés, Madrid;219.000;261;914 890 847;Nave industrial DE 261 m2, planta 131 m2, planta primera 131 m2. Ubicada en el Polígono Industrial La Resina, bien comunicada por la carr...
Local en paseo de la Florida, Madrid, Casa de Campo, Madrid;370.000;107;911 221 658;Excelente oportunidad de invertir en conveniente Local comercial, estratégicamente ubicado en el centro de Madrid y a pie de calle, ideal...
Local en Argüelles, Madrid;1.400.000;424;910 758 147;Baires Grupo Inmobiliario gestiona la venta de este excelente local situado en una de las mejores zonas de Madrid. Gran Oportunidad de in...
Local en calle Moncada, San Cristóbal, Madrid;59.000;44;647 919 814;Venta de local en calle Moncada. Actualmente acondicionado como vivienda aunque necesita reforma. Amplio, bien distribuido y con muchas...
Local en calle de Meléndez Valdés, Gaztambide, Madrid;475.000;215;911 743 641;Retail vende magnífico local comercial sito en uno de los mejores tramos de la calle Meléndez Valdés, muy cercano a la calle Guzmán El Bu...
Local en calle de las Peñuelas, Acacias, Madrid;490.000;178;910 149 625;Arganzuela, Acacias, magnifico local de esquina de 178 m2, en una sola planta, instalado como oficina, escaparate de 15 metros aproximada...
Local en calle Barbieri, Chueca-Justicia, Madrid;1.000.000;151;911 743 641;Atención inversores, Retail vende local en rentabilidad sito en el distrito Centro. Zona muy turística con gran tránsito peatonal y tráf...
Local en calle de Cartagena, Guindalera, Madrid;750.000;305;915 028 872;Corbama Consultores comercializa en barrio Salamanca local Bar Restauratne con licencia definitiva. Aforo 100 pax. Local de 305 m2 forma...
Local en calle de Orense, Madrid, Cuatro Caminos, Madrid;600.000;99;911 743 641;Retail vende magnífico local sito en la Calle Orense, en el distrito Tetuán, a escasos metros del Paseo de la Castellana. Zona comercial...
Local en calle de Jorge Juan, Goya, Madrid;1.300.000;203;916 229 394;JS Gestión Inmobiliaria® OFRECE en VENTA local en zona GOYA-SALAMANCA-MADRID. Local en planta calle de 175 m² aprox. distribuido en dos p...
Local en calle de Orense, Madrid, Cuatro Caminos, Madrid;8.000.000;2.200;915 028 872;Excepcional Local en rentabilidad, actualmente con tres inquilinos de primer nivel, "Mi Alcampo" "Club Privado" "Tienda de Lámparas" Con...
Local en calle de Goya, Recoletos, Madrid;1.700.000;110;916 229 394;JS Gestión Inmobiliaria VENDE LOCAL en zona RECOLETOS-SALAMANCA-MADRID. Local dedicado a comercio, de 10 m2 aprox. consta de un escaparat...
Local en granada, Pacífico, Madrid;800.000;320;916 353 724;Excelente Local Comercial entre los Metros de Menendez Pelayo y Conde Casal, con unos 280 metros cuadrados útiles, muy diafanos y todos e...
Local en VALVERDE, Malasaña-Universidad, Madrid;1.850.000;382;916 353 724;Excelente restaurante en la calle Valverde, a tan solo 200 metros de la Gran Vía, paralela al mejor tramo peatonal de la Calle Fuencarral...
Local en calle de Granada, Pacífico, Madrid;800.000;288;911 743 641;Retail vende magnífico local comercial sito en la calle granada a pocos metros de Avenida Menéndez Pelayo. Zona muy comercial de Madrid c...
Local en avenida del Marqués de Corbera, Ventas, Madrid;650.000;239;911 743 641;Retail vende magnífico local sito en el tramo más comercial de la Avenida del Marqués de Corberá, en el conocido Barrio de Ventas. Zona r...
Local en calle de alejandro sanchez, 95, Opañel, Madrid;425.000;700;636 863 298;Se venden tres locales juntos y comunicados en la calle Alejandro Sanchez, junto a Antonio Leyva, Urgel. 644m2 construidos Se venden por...
Local en calle Benito de Castro, Fuente del Berro, Madrid;515.000;368;911 743 641;Retail vende magnífico local sito en el tramo más comercial de la Calle Benito de Castro a pocos metros de la Calle Doctor Esquerdo y la...
Local en calle General Ricardos, San Isidro, Madrid;1.150.000;554;911 743 641;Retail vende magnífico local sito en el tramo más comercial de la Calle General Ricardos. Zona con gran tránsito peatonal y tráfico rodad...
Local en avenida de la Osa Mayor, Aravaca, Madrid;620.000;164;911 743 641;Retail vende en una de las zonas más comerciales de Aravaca en la Avenida Osa Mayor. Zona residencial consolidada rodeada de comercios....
Local en calle Duque de Sesto, Goya, Madrid;550.000;256;911 743 641;Retail vende magnífico local sito en la Calle Duque de Sesto, junto a la Calle Goya y la Calle O´Donnell, en el distrito de Salamanca. Zo...
Local en calle de Zurbano, Almagro, Madrid;480.000;125;911 743 641;Retail vende magnífico local sito en el tramo más comercial de la Calle Zurbano, cercano al Paseo del General Martínez Campos. Zona con g...
Local en calle de Velázquez, Recoletos, Madrid;1.600.000;214;911 743 641;Retail vende magnífico local comercial sito Calle Velázquez a pocos metros de la Calle Goya. Zona con gran tránsito peatonal y tráfico ro...
Nave en calle de San Emilio, 62, Ventas, Madrid;150.000;90;600 706 840;Taller de aluminio funcionando con maquinaria, estanterías y burriquetas. Paso de carruajes para poder dejar vehículo dentro del local L...
Local o nave en calle de Villalobos, Palomeras sureste, Madrid;249.600;49;918 314 224;Conjunto de locales unidos físicamente formando una única unidad funcional, distribuidos en una planta, con 1 despacho, 2 salas, almacén...
Local o nave en calle de Villalobos, Palomeras sureste, Madrid;249.600;50;918 314 224;Conjunto de locales unidos físicamente formando una única unidad funcional, distribuidos en una planta, con 1 despacho, 2 salas, almacén...
Local o nave en calle de Villalobos, Palomeras sureste, Madrid;249.600;51;918 314 224;Conjunto de locales unidos físicamente formando una única unidad funcional, distribuidos en una planta, con 1 despacho, 2 salas, almacén...
Local o nave en calle de Antonio López, Almendrales, Madrid;357.700;237;918 314 224;Local comercial en plantas baja y entreplanta de un edificio residencial. Distribuido en 2 salas, 2 despachos, 4 aseos, archivo y almacén...
Local en plaza Platón, 14, San Pascual, Madrid;110.000;80;661 238 339;Local para reformar. Local comercial de 80 m2 de superficie divididos en planta de calle y sótano, con entrada por la calle directamente...
Local en calle del Padre Rubio, Ventilla-Almenara, Madrid;325.000;350;914 877 352;Magnifica oportunidad de local junto a la plaza de Castilla! Local de 330m2 útiles dividido en zona de despachos y nave-almacén. El local...
Nave en calle de Mota del Cuervo, 35, Canillas, Madrid;450.000;411;653 812 463;Nave de 411 metros cuadrados con acceso directo a calle a través de rampa de uso propio. Ubicado en zona con salida directa a m40 y acce...
Local en calle Santa Susana, 23, Pinar del Rey, Madrid;95.000;64;669 344 204;El local consta de 2 plantas, con aseos y zona de almacén en la planta de abajo, a parte tiene una salón comedor en la planta de abajo. L...
Local en calle Puerto de la Cruz Verde, 11, Legazpi, Madrid;440.000;208;914 157 552;Venta de local amplio y luminoso de 188 m2 en magnífico estado. Totalmente exterior y diáfano. Varias entradas independientes, separado u...
Local en calle Alar del Rey, 17, Timón, Madrid;280.800;115;669 300 452;Local comercial muy bien ubicado. Totalmente equipado funcionando como Peluquería y estética. Cocina, aseo y ducha. Varias estancias de...
Local en calle de Juan Duque, 39, Imperial, Madrid;79.900;45;675 930 035;Local comercial que acepta la mayoría de las actividades comerciales, posibilidad de salida de humos.
Local en Mejorana, Entrevías, Madrid;180.000;109;914 878 709;None
Local en calle Velilla, 3, Casco Histórico de Vicálvaro, Madrid;160.000;120;620 135 156;Local situado en el casco antiguo de Vicalvaro en plena zona comercial del distrito. Muy cercano al Mercado, al Metro, al centro comercia...
Local en calle de Antonio Ponz, Pueblo Nuevo, Madrid;125.000;173;912 175 197;**venta especial mediante puja** antonio ponz. Barrio pueblo nuevo junto a metro ascao. Local con acceso desde antonio ponz y guillen de...
Local en calle Avena, Zofío, Madrid;68.250;49;912 175 197;**VENTA ESPECIAL MEDIANTE PUJA** Local situado en planta baja de un edificio residencial, distribuido en 3 estancias y 1 baño con ducha....
Local en calle Pascual Rodríguez, Lucero, Madrid;190.000;206;912 175 197;**VENTA ESPECIAL MEDIANTE PUJA** Local comercial en planta baja de edificio residencial. Cuenta con abundante oferta comercial, cultural...
Local en calle Mar Negro, Pinar del Rey, Madrid;210.000;94;914 892 554;Inmobiliarias Encuentro vende local en Calle Mar Negro, en el distrito de Hortaleza. Está bien comunicado con el metro San Lorenzo (L4) y...
Local en ronda de Atocha, Lavapiés-Embajadores, Madrid;550.000;181;911 797 256;Local comercial de 181 m2, de los cuales 101 están en planta y los restantes en planta sótano. Tiene una fachada de 7,10 metros, con 2 cr...
Local en Bellas Vistas, Madrid;1.299.000;905;918 003 172;La Inmobiliaria Internacional CPM gestiona esta amplia y luminosa nave de 905 m2, sala diáfana, Un despacho de 48 m2, paso de carruajes y...
Local en Malasaña-Universidad, Madrid;899.000;620;918 003 172;La Inmobiliaria Internacional CPM gestiona este amplio y luminoso local a pie de calle, de 620 m2, 3 plantas, próxio al metro Ventura Rod...
Local en Vista Alegre, Madrid;155.000;131;688 278 693;Local comercial de dos plantas comunicadas entre sí mediante escalera interior en Rentabilidad con 131 m² útiles. La planta alta a pie de...
Local o nave en calle Manuel Pombo Angulo, Sanchinarro, Madrid;579.000;141;915 903 398;ATENCION INVERSORES! Vivienda2 vende este magnífico local en rentabilidad del año 2007 construído por Pryconsa y actualmente alquilado  a...
Nave en Guindalera, Madrid;620.000;227;912 669 256;Oficina-loft en Avenida de los Toreros, muy bien comunicada, de 227 metros, alquilada, con un 6% de rentabilidad, en perfecto estado de c...
Local en Mostenses, 5, Malasaña-Universidad, Madrid;383.000;134;910 752 897;Local en excepcional ubicación en la misma Plaza de Mostenses, enfrente del mercado a un paso de la Gran Vía, próximo a la Plaza España....
Local en Mostenses, 5, Malasaña-Universidad, Madrid;431.000;156;910 752 897;Local en excepcional ubicación en la misma Plaza de Mostenses, enfrente del mercado a un paso de la Gran Vía, próximo a la Plaza España....
Local en Goya, Madrid;1.200.000;218;911 363 092;Magnifico local comercial en funcionamiento en una de la mejores zonas de Goya. Tiene una superficie de 218 m² y esta distribuido en 2 al...
Local en calle Los Galeotes, Casco Histórico de Vicálvaro, Madrid;143.000;102;912 181 952;LOCAL! Local situado en la Calle Los Galeotes, Madrid. Cuenta con una superficie de 104 m², repartidos en 52 m² para la planta sótano y...
Local en paseo Ginebra, 26, Rosas, Madrid;290.000;130;914 893 193;Espectacular local de 120 m útiles en una de las mejores zonas de Las Rosas! Ofrecemos este fantástico local en impecable estado en el Pa...
Local en calle del Príncipe de Vergara, 206, Ciudad Jardín, Madrid;180.000;43;670 964 213;¿Estás buscando un espacio para tu negocio o empresa? ¿Estás pensando en invertir un dinero a largo plazo? Este local puede ser tu soluci...
Local en galileo, 34, Arapiles, Madrid;159.000;76;918 007 743;"BARRIO MALASAÑA-CHAMBERÍ ofrece en venta Local comercial ubicado en el corazón de chamberí, una excelente zona comercial. El local se d...
Local en calle del General Aranaz, 31, Quintana, Madrid;690.000;420;911 366 338;Sin comisión de agencia. Integralia Mundo Inmobiliario presenta en exclusiva este local dotacional actualmente arrendado a un centro de c...
Local en Jorge Juan, Fuente del Berro, Madrid;360.000;180;656 972 574;Fabuloso local diáfano de 180 m², en la popular zona del distrito Salamanca, conectando el paseo de Recoletos con el parque de la Quinta...
Nave en calle del Valle de Tobalina, 40, San Andrés, Madrid;458.000;415;609 858 214;"Nave en venta de 415 M2 aprox. , situada el polígono Industrial de Villaverde, en recinto privado cerrado perimetralmente y muy cuidado....
Local en calle de la Ribera de Curtidores, Lavapiés-Embajadores, Madrid;1.050.000;170;672 367 935;"SOLFAI CONSULTING pone a su disposición extraordinario Local Comercial situado en Calle Ribera de Curtidores, en el mismo Rastro de Madr...
Local en calle Feijóo, Trafalgar, Madrid;350.000;120;672 367 935;"SOLFAI CONSULTING pone a su disposición Local/Piso Dúplex situado en el Barrio de Chamberí- Trafalgar. El Inmueble esta ubicado en una z...
Local en calle Portugalete, Pueblo Nuevo, Madrid;129.900;82;912 177 618;Local comercial REFORMADO de 85m2 a pie de calle ideal para oficina. El establecimiento está compuesto por un espacio diáfano y un baño....
